rock_type,abbrev,岩石属性,density,det_den,vp,dvp,vs,dvs,pressure,pressure_unit,temperature,felsic_or_mafic,rock_facies,sio2_wt,source,method,岩石分类,变质程度,地质意义
Fsp-amphibolite,,长石质斜长角闪岩,2940,,6.93,,4.08,,600,MPa,25,mafic,amphibolite,52.91,Kern et al 2001,compiled_518_strict,变质岩,角闪岩相,基性岩变质，斜长石含量较高
Serpentinite,,蛇纹岩,2720,,6.89,,,,200,MPa,25,ultramafic,,,Kern et al 1997,compiled_518_strict,变质岩（蚀变）,蛇纹石化,超镁铁质岩水化蚀变，代表洋壳或地幔楔
Serpentinite,,蛇纹岩,2720,,6.96,,,,400,MPa,25,ultramafic,,,Kern et al 1997,compiled_518_strict,变质岩（蚀变）,蛇纹石化,超镁铁质岩水化蚀变，代表洋壳或地幔楔
Serpentinite,,蛇纹岩,2720,,7.01,,,,600,MPa,25,ultramafic,,,Kern et al 1997,compiled_518_strict,变质岩（蚀变）,蛇纹石化,超镁铁质岩水化蚀变，代表洋壳或地幔楔
Amphibolite,,斜长角闪岩,3040,,6.86,,,,200,MPa,25,mafic,amphibolite,,Kern et al 1997,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,3040,,7.05,,,,400,MPa,25,mafic,amphibolite,,Kern et al 1997,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,3040,,7.13,,,,600,MPa,25,mafic,amphibolite,,Kern et al 1997,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,3100,,6.4,,3.54,,100,MPa,25,mafic,amphibolite,46.12,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,3100,,6.6,,3.65,,200,MPa,25,mafic,amphibolite,46.12,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,3100,,6.74,,3.79,,400,MPa,25,mafic,amphibolite,46.12,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,3100,,6.8,,3.82,,600,MPa,25,mafic,amphibolite,46.12,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Paragneiss,,副片麻岩,2800,,5.88,,3.31,,100,MPa,25,pelitic/psammitic,amphibolite,59.89,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,原岩为沉积岩的片麻岩，记录沉积变质
Paragneiss,,副片麻岩,2800,,6,,3.35,,200,MPa,25,pelitic/psammitic,amphibolite,59.89,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,原岩为沉积岩的片麻岩，记录沉积变质
Paragneiss,,副片麻岩,2800,,6.09,,3.44,,400,MPa,25,pelitic/psammitic,amphibolite,59.89,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,原岩为沉积岩的片麻岩，记录沉积变质
Paragneiss,,副片麻岩,2800,,6.15,,3.46,,600,MPa,25,pelitic/psammitic,amphibolite,59.89,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,原岩为沉积岩的片麻岩，记录沉积变质
Paragneiss,,副片麻岩,2810,,5.81,,,,100,MPa,25,pelitic/psammitic,amphibolite,64.93,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,原岩为沉积岩的片麻岩，记录沉积变质
Paragneiss,,副片麻岩,2810,,5.96,,,,200,MPa,25,pelitic/psammitic,amphibolite,64.93,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,原岩为沉积岩的片麻岩，记录沉积变质
Paragneiss,,副片麻岩,2810,,6.08,,,,400,MPa,25,pelitic/psammitic,amphibolite,64.93,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,原岩为沉积岩的片麻岩，记录沉积变质
Paragneiss,,副片麻岩,2810,,6.15,,,,600,MPa,25,pelitic/psammitic,amphibolite,64.93,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,原岩为沉积岩的片麻岩，记录沉积变质
Paragneiss,,副片麻岩,2910,,5.9,,3.35,,100,MPa,25,pelitic/psammitic,amphibolite,65.08,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,原岩为沉积岩的片麻岩，记录沉积变质
Paragneiss,,副片麻岩,2910,,6.03,,3.46,,200,MPa,25,pelitic/psammitic,amphibolite,65.08,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,原岩为沉积岩的片麻岩，记录沉积变质
Paragneiss,,副片麻岩,2910,,6.16,,3.6,,400,MPa,25,pelitic/psammitic,amphibolite,65.08,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,原岩为沉积岩的片麻岩，记录沉积变质
Paragneiss,,副片麻岩,2910,,6.25,,3.63,,600,MPa,25,pelitic/psammitic,amphibolite,65.08,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,原岩为沉积岩的片麻岩，记录沉积变质
Augen Gneiss,,眼球状片麻岩,2620,,5.26,,3.05,,100,MPa,25,可变（felsic常见）,amphibolite,77.87,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,强剪切变形产物，指示韧性剪切带
Augen Gneiss,,眼球状片麻岩,2620,,5.6,,3.29,,200,MPa,25,可变（felsic常见）,amphibolite,77.87,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,强剪切变形产物，指示韧性剪切带
Augen Gneiss,,眼球状片麻岩,2620,,5.82,,3.58,,400,MPa,25,可变（felsic常见）,amphibolite,77.87,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,强剪切变形产物，指示韧性剪切带
Augen Gneiss,,眼球状片麻岩,2620,,6.04,,3.69,,600,MPa,25,可变（felsic常见）,amphibolite,77.87,Punturo et al 2005,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,强剪切变形产物，指示韧性剪切带
Pegmatitic Rock,,伟晶岩,2690,,5.62,,3.27,,100,MPa,25,felsic,,73.09,Punturo et al 2005,compiled_518_strict,火成岩,-,粗粒火成岩脉，富含挥发分和稀有元素
Pegmatitic Rock,,伟晶岩,2690,,5.83,,3.48,,200,MPa,25,felsic,,73.09,Punturo et al 2005,compiled_518_strict,火成岩,-,粗粒火成岩脉，富含挥发分和稀有元素
Pegmatitic Rock,,伟晶岩,2690,,6.01,,3.72,,400,MPa,25,felsic,,73.09,Punturo et al 2005,compiled_518_strict,火成岩,-,粗粒火成岩脉，富含挥发分和稀有元素
Pegmatitic Rock,,伟晶岩,2690,,6.19,,3.82,,600,MPa,25,felsic,,73.09,Punturo et al 2005,compiled_518_strict,火成岩,-,粗粒火成岩脉，富含挥发分和稀有元素
Rphyllitic Quartzite,,千枚状石英岩,2800,,5.78,,3.51,,100,MPa,25,psammitic,,67.04,Punturo et al 2005,compiled_518_strict,变质岩,绿片岩相,低级变质石英岩，具千枚状构造
Rphyllitic Quartzite,,千枚状石英岩,2800,,5.84,,3.48,,200,MPa,25,psammitic,,67.04,Punturo et al 2005,compiled_518_strict,变质岩,绿片岩相,低级变质石英岩，具千枚状构造
Rphyllitic Quartzite,,千枚状石英岩,2800,,5.91,,3.53,,400,MPa,25,psammitic,,67.04,Punturo et al 2005,compiled_518_strict,变质岩,绿片岩相,低级变质石英岩，具千枚状构造
Rphyllitic Quartzite,,千枚状石英岩,2800,,5.97,,3.55,,600,MPa,25,psammitic,,67.04,Punturo et al 2005,compiled_518_strict,变质岩,绿片岩相,低级变质石英岩，具千枚状构造
Calc-schist,,钙质片岩,2780,,6.07,,3.28,,100,MPa,25,calcareous,,14.22,Punturo et al 2005,compiled_518_strict,变质岩,绿片岩相-角闪岩相,原岩为钙质泥岩或泥灰岩，反映浅海沉积
Calc-schist,,钙质片岩,2780,,6.15,,3.32,,200,MPa,25,calcareous,,14.22,Punturo et al 2005,compiled_518_strict,变质岩,绿片岩相-角闪岩相,原岩为钙质泥岩或泥灰岩，反映浅海沉积
Calc-schist,,钙质片岩,2780,,6.21,,3.34,,400,MPa,25,calcareous,,14.22,Punturo et al 2005,compiled_518_strict,变质岩,绿片岩相-角闪岩相,原岩为钙质泥岩或泥灰岩，反映浅海沉积
Calc-schist,,钙质片岩,2780,,6.25,,3.34,,600,MPa,25,calcareous,,14.22,Punturo et al 2005,compiled_518_strict,变质岩,绿片岩相-角闪岩相,原岩为钙质泥岩或泥灰岩，反映浅海沉积
Marble,,大理岩,2760,,6.36,,3.33,,100,MPa,25,carbonate,,2.08,Punturo et al 2005,compiled_518_strict,变质岩,任何变质相,碳酸盐岩变质产物，用于建筑和雕塑
Marble,,大理岩,2760,,6.37,,3.35,,200,MPa,25,carbonate,,2.08,Punturo et al 2005,compiled_518_strict,变质岩,任何变质相,碳酸盐岩变质产物，用于建筑和雕塑
Marble,,大理岩,2760,,6.38,,3.33,,400,MPa,25,carbonate,,2.08,Punturo et al 2005,compiled_518_strict,变质岩,任何变质相,碳酸盐岩变质产物，用于建筑和雕塑
Marble,,大理岩,2760,,6.38,,3.32,,600,MPa,25,carbonate,,2.08,Punturo et al 2005,compiled_518_strict,变质岩,任何变质相,碳酸盐岩变质产物，用于建筑和雕塑
Marble,,大理岩,2750,,6.32,,3.33,,100,MPa,25,carbonate,,0.51,Punturo et al 2005,compiled_518_strict,变质岩,任何变质相,碳酸盐岩变质产物，用于建筑和雕塑
Marble,,大理岩,2750,,6.35,,3.34,,200,MPa,25,carbonate,,0.51,Punturo et al 2005,compiled_518_strict,变质岩,任何变质相,碳酸盐岩变质产物，用于建筑和雕塑
Marble,,大理岩,2750,,6.36,,3.32,,400,MPa,25,carbonate,,0.51,Punturo et al 2005,compiled_518_strict,变质岩,任何变质相,碳酸盐岩变质产物，用于建筑和雕塑
Marble,,大理岩,2750,,6.37,,3.31,,600,MPa,25,carbonate,,0.51,Punturo et al 2005,compiled_518_strict,变质岩,任何变质相,碳酸盐岩变质产物，用于建筑和雕塑
Coarsed-grained Eclogite,,粗粒榴辉岩,3500,,8.46,,4.55,,100,MPa,25,mafic (常见),,45.19,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3500,,8.5,,4.59,,200,MPa,25,mafic (常见),,45.19,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3500,,8.53,,4.64,,300,MPa,25,mafic (常见),,45.19,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3500,,8.56,,4.67,,400,MPa,25,mafic (常见),,45.19,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3500,,8.58,,4.68,,500,MPa,25,mafic (常见),,45.19,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3500,,8.6,,4.7,,600,MPa,25,mafic (常见),,45.19,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3550,,8.06,,4.53,,100,MPa,25,mafic (常见),,41.84,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3550,,8.11,,4.59,,200,MPa,25,mafic (常见),,41.84,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3550,,8.15,,4.66,,300,MPa,25,mafic (常见),,41.84,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3550,,8.2,,4.71,,400,MPa,25,mafic (常见),,41.84,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3550,,8.24,,4.73,,500,MPa,25,mafic (常见),,41.84,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3550,,8.27,,4.74,,600,MPa,25,mafic (常见),,41.84,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3510,,8.32,,4.56,,100,MPa,25,mafic (常见),,44.75,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3510,,8.38,,4.59,,200,MPa,25,mafic (常见),,44.75,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3510,,8.43,,4.64,,300,MPa,25,mafic (常见),,44.75,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3510,,8.48,,4.66,,400,MPa,25,mafic (常见),,44.75,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3510,,8.51,,4.68,,500,MPa,25,mafic (常见),,44.75,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3510,,8.53,,4.7,,600,MPa,25,mafic (常见),,44.75,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3590,,8.23,,4.64,,100,MPa,25,mafic (常见),,44.86,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3590,,8.29,,4.67,,200,MPa,25,mafic (常见),,44.86,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3590,,8.33,,4.72,,300,MPa,25,mafic (常见),,44.86,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3590,,8.39,,4.75,,400,MPa,25,mafic (常见),,44.86,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3590,,8.42,,4.77,,500,MPa,25,mafic (常见),,44.86,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3590,,8.45,,4.78,,600,MPa,25,mafic (常见),,44.86,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3560,,8.4,,4.67,,100,MPa,25,mafic (常见),,42.91,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3560,,8.45,,4.71,,200,MPa,25,mafic (常见),,42.91,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3560,,8.49,,4.75,,300,MPa,25,mafic (常见),,42.91,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3560,,8.54,,4.78,,400,MPa,25,mafic (常见),,42.91,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3560,,8.57,,4.79,,500,MPa,25,mafic (常见),,42.91,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3560,,8.58,,4.8,,600,MPa,25,mafic (常见),,42.91,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3580,,8.34,,4.71,,100,MPa,25,mafic (常见),,46.65,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3580,,8.38,,4.74,,200,MPa,25,mafic (常见),,46.65,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3580,,8.42,,4.78,,300,MPa,25,mafic (常见),,46.65,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3580,,8.47,,4.8,,400,MPa,25,mafic (常见),,46.65,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3580,,8.5,,4.82,,500,MPa,25,mafic (常见),,46.65,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3580,,8.51,,4.83,,600,MPa,25,mafic (常见),,46.65,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3590,,8.22,,4.6,,100,MPa,25,mafic (常见),,42.7,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3590,,8.27,,4.64,,200,MPa,25,mafic (常见),,42.7,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3590,,8.31,,4.69,,300,MPa,25,mafic (常见),,42.7,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3590,,8.36,,4.71,,400,MPa,25,mafic (常见),,42.7,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3590,,8.39,,4.73,,500,MPa,25,mafic (常见),,42.7,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Eclogite,,粗粒榴辉岩,3590,,8.4,,4.75,,600,MPa,25,mafic (常见),,42.7,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相,高压-超高压变质岩，代表俯冲洋壳或陆壳
Coarsed-grained Garnetite,,粗粒石榴石岩,3610,,8.45,,4.8,,100,MPa,25,pelitic/ultramafic,,44.34,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相-麻粒岩相,富铝岩石超高压变质，指示深俯冲
Coarsed-grained Garnetite,,粗粒石榴石岩,3610,,8.51,,4.82,,200,MPa,25,pelitic/ultramafic,,44.34,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相-麻粒岩相,富铝岩石超高压变质，指示深俯冲
Coarsed-grained Garnetite,,粗粒石榴石岩,3610,,8.55,,4.86,,300,MPa,25,pelitic/ultramafic,,44.34,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相-麻粒岩相,富铝岩石超高压变质，指示深俯冲
Coarsed-grained Garnetite,,粗粒石榴石岩,3610,,8.59,,4.89,,400,MPa,25,pelitic/ultramafic,,44.34,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相-麻粒岩相,富铝岩石超高压变质，指示深俯冲
Coarsed-grained Garnetite,,粗粒石榴石岩,3610,,8.61,,4.91,,500,MPa,25,pelitic/ultramafic,,44.34,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相-麻粒岩相,富铝岩石超高压变质，指示深俯冲
Coarsed-grained Garnetite,,粗粒石榴石岩,3610,,8.63,,4.92,,600,MPa,25,pelitic/ultramafic,,44.34,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相-麻粒岩相,富铝岩石超高压变质，指示深俯冲
Coarsed-grained Garnetite,,粗粒石榴石岩,3640,,8.42,,4.77,,100,MPa,25,pelitic/ultramafic,,42.94,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相-麻粒岩相,富铝岩石超高压变质，指示深俯冲
Coarsed-grained Garnetite,,粗粒石榴石岩,3640,,8.47,,4.8,,200,MPa,25,pelitic/ultramafic,,42.94,"Wang et al 2005b,c",compiled_518_strict,变质岩,榴辉岩相-麻粒岩相,富铝岩石超高压变质，指示深俯冲
