rock_type,abbrev,岩石属性,density,density_unit,det_den,vp,dvp,vs,dvs,pressure,pressure_unit,temperature,felsic_or_mafic,rock_facies,sio2_wt,source,method
Paragneiss,,,2.800,g/cm3,,6.150,,3.460,,0.600,GPa,25,pelitic,amphibolite,59.890,Punturo et al 2005,compiled_518_strict
Paragneiss,,,2.810,g/cm3,,5.810,,,,0.100,GPa,25,pelitic,amphibolite,64.930,Punturo et al 2005,compiled_518_strict
Paragneiss,,,2.810,g/cm3,,5.960,,,,0.200,GPa,25,pelitic,amphibolite,64.930,Punturo et al 2005,compiled_518_strict
Paragneiss,,,2.810,g/cm3,,6.080,,,,0.400,GPa,25,pelitic,amphibolite,64.930,Punturo et al 2005,compiled_518_strict
Paragneiss,,,2.810,g/cm3,,6.150,,,,0.600,GPa,25,pelitic,amphibolite,64.930,Punturo et al 2005,compiled_518_strict
Paragneiss,,,2.910,g/cm3,,5.900,,3.350,,0.100,GPa,25,pelitic,amphibolite,65.080,Punturo et al 2005,compiled_518_strict
Paragneiss,,,2.910,g/cm3,,6.030,,3.460,,0.200,GPa,25,pelitic,amphibolite,65.080,Punturo et al 2005,compiled_518_strict
Paragneiss,,,2.910,g/cm3,,6.160,,3.600,,0.400,GPa,25,pelitic,amphibolite,65.080,Punturo et al 2005,compiled_518_strict
Paragneiss,,,2.910,g/cm3,,6.250,,3.630,,0.600,GPa,25,pelitic,amphibolite,65.080,Punturo et al 2005,compiled_518_strict
Augen Gneiss,,,2.620,g/cm3,,5.260,,3.050,,0.100,GPa,25,felsic,amphibolite,77.870,Punturo et al 2005,compiled_518_strict
Augen Gneiss,,,2.620,g/cm3,,5.600,,3.290,,0.200,GPa,25,felsic,amphibolite,77.870,Punturo et al 2005,compiled_518_strict
Augen Gneiss,,,2.620,g/cm3,,5.820,,3.580,,0.400,GPa,25,felsic,amphibolite,77.870,Punturo et al 2005,compiled_518_strict
Augen Gneiss,,,2.620,g/cm3,,6.040,,3.690,,0.600,GPa,25,felsic,amphibolite,77.870,Punturo et al 2005,compiled_518_strict
Pegmatitic Rock,,,2.690,g/cm3,,5.620,,3.270,,0.100,GPa,25,,,73.090,Punturo et al 2005,compiled_518_strict
Pegmatitic Rock,,,2.690,g/cm3,,5.830,,3.480,,0.200,GPa,25,,,73.090,Punturo et al 2005,compiled_518_strict
Pegmatitic Rock,,,2.690,g/cm3,,6.010,,3.720,,0.400,GPa,25,,,73.090,Punturo et al 2005,compiled_518_strict
Pegmatitic Rock,,,2.690,g/cm3,,6.190,,3.820,,0.600,GPa,25,,,73.090,Punturo et al 2005,compiled_518_strict
Rphyllitic Quartzite,,,2.800,g/cm3,,5.780,,3.510,,0.100,GPa,25,,,67.040,Punturo et al 2005,compiled_518_strict
Rphyllitic Quartzite,,,2.800,g/cm3,,5.840,,3.480,,0.200,GPa,25,,,67.040,Punturo et al 2005,compiled_518_strict
Rphyllitic Quartzite,,,2.800,g/cm3,,5.910,,3.530,,0.400,GPa,25,,,67.040,Punturo et al 2005,compiled_518_strict
Rphyllitic Quartzite,,,2.800,g/cm3,,5.970,,3.550,,0.600,GPa,25,,,67.040,Punturo et al 2005,compiled_518_strict
Calc-schist,,,2.780,g/cm3,,6.070,,3.280,,0.100,GPa,25,,,14.220,Punturo et al 2005,compiled_518_strict
Calc-schist,,,2.780,g/cm3,,6.150,,3.320,,0.200,GPa,25,,,14.220,Punturo et al 2005,compiled_518_strict
Calc-schist,,,2.780,g/cm3,,6.210,,3.340,,0.400,GPa,25,,,14.220,Punturo et al 2005,compiled_518_strict
Calc-schist,,,2.780,g/cm3,,6.250,,3.340,,0.600,GPa,25,,,14.220,Punturo et al 2005,compiled_518_strict
Marble,,,2.760,g/cm3,,6.360,,3.330,,0.100,GPa,25,,,2.080,Punturo et al 2005,compiled_518_strict
Marble,,,2.760,g/cm3,,6.370,,3.350,,0.200,GPa,25,,,2.080,Punturo et al 2005,compiled_518_strict
Marble,,,2.760,g/cm3,,6.380,,3.330,,0.400,GPa,25,,,2.080,Punturo et al 2005,compiled_518_strict
Marble,,,2.760,g/cm3,,6.380,,3.320,,0.600,GPa,25,,,2.080,Punturo et al 2005,compiled_518_strict
Marble,,,2.750,g/cm3,,6.320,,3.330,,0.100,GPa,25,,,0.510,Punturo et al 2005,compiled_518_strict
Marble,,,2.750,g/cm3,,6.350,,3.340,,0.200,GPa,25,,,0.510,Punturo et al 2005,compiled_518_strict
Marble,,,2.750,g/cm3,,6.360,,3.320,,0.400,GPa,25,,,0.510,Punturo et al 2005,compiled_518_strict
Marble,,,2.750,g/cm3,,6.370,,3.310,,0.600,GPa,25,,,0.510,Punturo et al 2005,compiled_518_strict
Coarsed-grained Eclogite,,,3.500,g/cm3,,8.460,,4.550,,0.100,GPa,25,mafic,,45.190,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.500,g/cm3,,8.500,,4.590,,0.200,GPa,25,mafic,,45.190,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.500,g/cm3,,8.530,,4.640,,0.300,GPa,25,mafic,,45.190,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.500,g/cm3,,8.560,,4.670,,0.400,GPa,25,mafic,,45.190,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.500,g/cm3,,8.580,,4.680,,0.500,GPa,25,mafic,,45.190,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.500,g/cm3,,8.600,,4.700,,0.600,GPa,25,mafic,,45.190,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.550,g/cm3,,8.060,,4.530,,0.100,GPa,25,ultramafic,,41.840,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.550,g/cm3,,8.110,,4.590,,0.200,GPa,25,ultramafic,,41.840,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.550,g/cm3,,8.150,,4.660,,0.300,GPa,25,ultramafic,,41.840,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.550,g/cm3,,8.200,,4.710,,0.400,GPa,25,ultramafic,,41.840,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.550,g/cm3,,8.240,,4.730,,0.500,GPa,25,ultramafic,,41.840,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.550,g/cm3,,8.270,,4.740,,0.600,GPa,25,ultramafic,,41.840,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.510,g/cm3,,8.320,,4.560,,0.100,GPa,25,ultramafic,,44.750,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.510,g/cm3,,8.380,,4.590,,0.200,GPa,25,ultramafic,,44.750,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.510,g/cm3,,8.430,,4.640,,0.300,GPa,25,ultramafic,,44.750,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.510,g/cm3,,8.480,,4.660,,0.400,GPa,25,ultramafic,,44.750,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.510,g/cm3,,8.510,,4.680,,0.500,GPa,25,ultramafic,,44.750,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.510,g/cm3,,8.530,,4.700,,0.600,GPa,25,ultramafic,,44.750,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.590,g/cm3,,8.230,,4.640,,0.100,GPa,25,ultramafic,,44.860,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.590,g/cm3,,8.290,,4.670,,0.200,GPa,25,ultramafic,,44.860,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.590,g/cm3,,8.330,,4.720,,0.300,GPa,25,ultramafic,,44.860,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.590,g/cm3,,8.390,,4.750,,0.400,GPa,25,ultramafic,,44.860,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.590,g/cm3,,8.420,,4.770,,0.500,GPa,25,ultramafic,,44.860,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.590,g/cm3,,8.450,,4.780,,0.600,GPa,25,ultramafic,,44.860,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.560,g/cm3,,8.400,,4.670,,0.100,GPa,25,ultramafic,,42.910,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.560,g/cm3,,8.450,,4.710,,0.200,GPa,25,ultramafic,,42.910,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.560,g/cm3,,8.490,,4.750,,0.300,GPa,25,ultramafic,,42.910,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.560,g/cm3,,8.540,,4.780,,0.400,GPa,25,ultramafic,,42.910,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.560,g/cm3,,8.570,,4.790,,0.500,GPa,25,ultramafic,,42.910,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.560,g/cm3,,8.580,,4.800,,0.600,GPa,25,ultramafic,,42.910,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.580,g/cm3,,8.340,,4.710,,0.100,GPa,25,mafic,,46.650,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.580,g/cm3,,8.380,,4.740,,0.200,GPa,25,mafic,,46.650,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.580,g/cm3,,8.420,,4.780,,0.300,GPa,25,mafic,,46.650,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.580,g/cm3,,8.470,,4.800,,0.400,GPa,25,mafic,,46.650,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.580,g/cm3,,8.500,,4.820,,0.500,GPa,25,mafic,,46.650,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.580,g/cm3,,8.510,,4.830,,0.600,GPa,25,mafic,,46.650,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.590,g/cm3,,8.220,,4.600,,0.100,GPa,25,ultramafic,,42.700,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.590,g/cm3,,8.270,,4.640,,0.200,GPa,25,ultramafic,,42.700,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.590,g/cm3,,8.310,,4.690,,0.300,GPa,25,ultramafic,,42.700,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.590,g/cm3,,8.360,,4.710,,0.400,GPa,25,ultramafic,,42.700,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.590,g/cm3,,8.390,,4.730,,0.500,GPa,25,ultramafic,,42.700,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Eclogite,,,3.590,g/cm3,,8.400,,4.750,,0.600,GPa,25,ultramafic,,42.700,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.610,g/cm3,,8.450,,4.800,,0.100,GPa,25,ultramafic,,44.340,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.610,g/cm3,,8.510,,4.820,,0.200,GPa,25,ultramafic,,44.340,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.610,g/cm3,,8.550,,4.860,,0.300,GPa,25,ultramafic,,44.340,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.610,g/cm3,,8.590,,4.890,,0.400,GPa,25,ultramafic,,44.340,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.610,g/cm3,,8.610,,4.910,,0.500,GPa,25,ultramafic,,44.340,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.610,g/cm3,,8.630,,4.920,,0.600,GPa,25,ultramafic,,44.340,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.640,g/cm3,,8.420,,4.770,,0.100,GPa,25,ultramafic,,42.940,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.640,g/cm3,,8.470,,4.800,,0.200,GPa,25,ultramafic,,42.940,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.640,g/cm3,,8.500,,4.830,,0.300,GPa,25,ultramafic,,42.940,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.640,g/cm3,,8.540,,4.850,,0.400,GPa,25,ultramafic,,42.940,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.640,g/cm3,,8.570,,4.860,,0.500,GPa,25,ultramafic,,42.940,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.640,g/cm3,,8.590,,4.880,,0.600,GPa,25,ultramafic,,42.940,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.560,g/cm3,,8.240,,4.700,,0.100,GPa,25,ultramafic,,43.510,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.560,g/cm3,,8.310,,4.730,,0.200,GPa,25,ultramafic,,43.510,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.560,g/cm3,,8.380,,4.780,,0.300,GPa,25,ultramafic,,43.510,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.560,g/cm3,,8.460,,4.800,,0.400,GPa,25,ultramafic,,43.510,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.560,g/cm3,,8.500,,4.820,,0.500,GPa,25,ultramafic,,43.510,"Wang et al 2005b,c",compiled_518_strict
Coarsed-grained Garnetite,,,3.560,g/cm3,,8.520,,4.840,,0.600,GPa,25,ultramafic,,43.510,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.460,g/cm3,,7.780,,4.290,,0.100,GPa,25,mafic,,50.520,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.460,g/cm3,,7.820,,4.320,,0.200,GPa,25,mafic,,50.520,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.460,g/cm3,,7.850,,4.370,,0.300,GPa,25,mafic,,50.520,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.460,g/cm3,,7.900,,4.400,,0.400,GPa,25,mafic,,50.520,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.460,g/cm3,,7.930,,4.430,,0.500,GPa,25,mafic,,50.520,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.460,g/cm3,,7.940,,4.450,,0.600,GPa,25,mafic,,50.520,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.400,g/cm3,,7.550,,4.430,,0.100,GPa,25,intermediate,,54.540,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.400,g/cm3,,7.610,,4.460,,0.200,GPa,25,intermediate,,54.540,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.400,g/cm3,,7.640,,4.500,,0.300,GPa,25,intermediate,,54.540,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.400,g/cm3,,7.670,,4.520,,0.400,GPa,25,intermediate,,54.540,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.400,g/cm3,,7.700,,4.530,,0.500,GPa,25,intermediate,,54.540,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.400,g/cm3,,7.710,,4.540,,0.600,GPa,25,intermediate,,54.540,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.530,g/cm3,,7.410,,4.310,,0.100,GPa,25,mafic,,51.580,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.530,g/cm3,,7.510,,4.350,,0.200,GPa,25,mafic,,51.580,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.530,g/cm3,,7.590,,4.400,,0.300,GPa,25,mafic,,51.580,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.530,g/cm3,,7.720,,4.420,,0.400,GPa,25,mafic,,51.580,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.530,g/cm3,,7.790,,4.440,,0.500,GPa,25,mafic,,51.580,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.530,g/cm3,,7.830,,4.450,,0.600,GPa,25,mafic,,51.580,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.370,g/cm3,,7.860,,4.390,,0.100,GPa,25,mafic,,48.990,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.370,g/cm3,,7.910,,4.410,,0.200,GPa,25,mafic,,48.990,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.370,g/cm3,,7.960,,4.450,,0.300,GPa,25,mafic,,48.990,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.370,g/cm3,,8.030,,4.460,,0.400,GPa,25,mafic,,48.990,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.370,g/cm3,,8.070,,4.480,,0.500,GPa,25,mafic,,48.990,"Wang et al 2005b,c",compiled_518_strict
Fine-grained Eclogite,,,3.370,g/cm3,,8.090,,4.490,,0.600,GPa,25,mafic,,48.990,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.480,g/cm3,,7.600,,4.210,,0.100,GPa,25,ultramafic,,44.590,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.480,g/cm3,,7.630,,4.240,,0.200,GPa,25,ultramafic,,44.590,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.480,g/cm3,,7.650,,4.270,,0.300,GPa,25,ultramafic,,44.590,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.480,g/cm3,,7.680,,4.300,,0.400,GPa,25,ultramafic,,44.590,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.480,g/cm3,,7.700,,4.310,,0.500,GPa,25,ultramafic,,44.590,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.480,g/cm3,,7.710,,4.330,,0.600,GPa,25,ultramafic,,44.590,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.470,g/cm3,,7.260,,4.090,,0.100,GPa,25,ultramafic,,44.400,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.470,g/cm3,,7.290,,4.120,,0.200,GPa,25,ultramafic,,44.400,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.470,g/cm3,,7.320,,4.140,,0.300,GPa,25,ultramafic,,44.400,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.470,g/cm3,,7.360,,4.160,,0.400,GPa,25,ultramafic,,44.400,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.470,g/cm3,,7.380,,4.170,,0.500,GPa,25,ultramafic,,44.400,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.470,g/cm3,,7.400,,4.180,,0.600,GPa,25,ultramafic,,44.400,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.420,g/cm3,,6.960,,,,0.100,GPa,25,mafic,,50.200,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.420,g/cm3,,6.990,,,,0.200,GPa,25,mafic,,50.200,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.420,g/cm3,,7.020,,,,0.300,GPa,25,mafic,,50.200,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.420,g/cm3,,7.050,,,,0.400,GPa,25,mafic,,50.200,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.420,g/cm3,,7.080,,,,0.500,GPa,25,mafic,,50.200,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.420,g/cm3,,7.090,,,,0.600,GPa,25,mafic,,50.200,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.420,g/cm3,,6.910,,4.090,,0.100,GPa,25,mafic,,49.640,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.420,g/cm3,,7.010,,4.140,,0.200,GPa,25,mafic,,49.640,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.420,g/cm3,,7.080,,4.200,,0.300,GPa,25,mafic,,49.640,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.420,g/cm3,,7.220,,4.240,,0.400,GPa,25,mafic,,49.640,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.420,g/cm3,,7.310,,4.270,,0.500,GPa,25,mafic,,49.640,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.420,g/cm3,,7.360,,4.290,,0.600,GPa,25,mafic,,49.640,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.430,g/cm3,,7.280,,,,0.100,GPa,25,mafic,,49.410,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.430,g/cm3,,7.380,,,,0.200,GPa,25,mafic,,49.410,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.430,g/cm3,,7.470,,,,0.300,GPa,25,mafic,,49.410,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.430,g/cm3,,7.600,,,,0.400,GPa,25,mafic,,49.410,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.430,g/cm3,,7.660,,,,0.500,GPa,25,mafic,,49.410,"Wang et al 2005b,c",compiled_518_strict
Retrograde Eclogite,,,3.430,g/cm3,,7.720,,,,0.600,GPa,25,mafic,,49.410,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,2.960,g/cm3,,6.140,,3.270,,0.100,GPa,25,mafic,greenschist,48.610,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,2.960,g/cm3,,6.230,,3.330,,0.200,GPa,25,mafic,greenschist,48.610,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,2.960,g/cm3,,6.300,,3.430,,0.300,GPa,25,mafic,greenschist,48.610,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,2.960,g/cm3,,6.420,,3.480,,0.400,GPa,25,mafic,greenschist,48.610,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,2.960,g/cm3,,6.500,,3.520,,0.500,GPa,25,mafic,greenschist,48.610,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,2.960,g/cm3,,6.550,,3.550,,0.600,GPa,25,mafic,greenschist,48.610,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,2.960,g/cm3,,6.060,,,,0.100,GPa,25,mafic,greenschist,51.730,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,2.960,g/cm3,,6.110,,,,0.200,GPa,25,mafic,greenschist,51.730,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,2.960,g/cm3,,6.140,,,,0.300,GPa,25,mafic,greenschist,51.730,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,2.960,g/cm3,,6.180,,,,0.400,GPa,25,mafic,greenschist,51.730,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,2.960,g/cm3,,6.210,,,,0.500,GPa,25,mafic,greenschist,51.730,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,2.960,g/cm3,,6.240,,,,0.600,GPa,25,mafic,greenschist,51.730,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,3.070,g/cm3,,7.040,,3.910,,0.100,GPa,25,mafic,amphibolite,48.700,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,3.070,g/cm3,,7.070,,3.940,,0.200,GPa,25,mafic,amphibolite,48.700,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,3.070,g/cm3,,7.090,,3.970,,0.300,GPa,25,mafic,amphibolite,48.700,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,3.070,g/cm3,,7.130,,3.980,,0.400,GPa,25,mafic,amphibolite,48.700,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,3.070,g/cm3,,7.150,,3.990,,0.500,GPa,25,mafic,amphibolite,48.700,"Wang et al 2005b,c",compiled_518_strict
Amphibolite,,,3.070,g/cm3,,7.170,,4.000,,0.600,GPa,25,mafic,amphibolite,48.700,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.670,g/cm3,,6.020,,3.770,,0.100,GPa,25,felsic,granulite,77.490,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.670,g/cm3,,6.070,,3.800,,0.200,GPa,25,felsic,granulite,77.490,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.670,g/cm3,,6.100,,3.840,,0.300,GPa,25,felsic,granulite,77.490,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.670,g/cm3,,6.150,,3.850,,0.400,GPa,25,felsic,granulite,77.490,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.670,g/cm3,,6.190,,3.860,,0.500,GPa,25,felsic,granulite,77.490,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.670,g/cm3,,6.210,,3.870,,0.600,GPa,25,felsic,granulite,77.490,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.650,g/cm3,,5.780,,,,0.100,GPa,25,felsic,granulite,75.580,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.650,g/cm3,,5.840,,,,0.200,GPa,25,felsic,granulite,75.580,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.650,g/cm3,,5.880,,,,0.300,GPa,25,felsic,granulite,75.580,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.650,g/cm3,,5.950,,,,0.400,GPa,25,felsic,granulite,75.580,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.650,g/cm3,,5.990,,,,0.500,GPa,25,felsic,granulite,75.580,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.650,g/cm3,,6.020,,,,0.600,GPa,25,felsic,granulite,75.580,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.660,g/cm3,,6.070,,3.490,,0.100,GPa,25,felsic,granulite,76.380,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.660,g/cm3,,6.110,,3.520,,0.200,GPa,25,felsic,granulite,76.380,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.660,g/cm3,,6.150,,3.560,,0.300,GPa,25,felsic,granulite,76.380,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.660,g/cm3,,6.190,,3.580,,0.400,GPa,25,felsic,granulite,76.380,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.660,g/cm3,,6.220,,3.590,,0.500,GPa,25,felsic,granulite,76.380,"Wang et al 2005b,c",compiled_518_strict
Granitic Gneiss,,,2.660,g/cm3,,6.240,,3.610,,0.600,GPa,25,felsic,granulite,76.380,"Wang et al 2005b,c",compiled_518_strict
Serpentinite,,,2.550,g/cm3,,5.080,,,,0.100,GPa,25,,,37.580,"Wang et al 2005b,c",compiled_518_strict
